Unnamed: 0,textID,selected_text,text,sentiment,eqs,is_link
736,4f2e517832,off the a village may fayre now. bag packed ready to bring back home-made goodies.,off the a village may fayre now.  bag packed ready to bring back home-made goodies.,neutral,False,False
739,c41d259d60,- thanks for the reply. of course it doesn`t really explain it i googled it but found no explanation.,- thanks for the reply. of course it doesn`t really explain it  i googled it but found no explanation.,neutral,False,False
749,200f2b3566,"you shouldnt have to reset more than once if it doesn`t work right the first time, something is up","you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",neutral,False,False
754,ddfc2cc8b3,planing on going on a little ride on the mtb on monday may be in over to the tower...,planing on going on a little ride on the mtb on monday  may be in over to the tower...,neutral,False,False
755,0de656eac1,**** fiesta at my house in my mouth hit me up for the password,**** fiesta at my house in my mouth  hit me up for the password,neutral,False,False
775,0ea64bcbe6,yay my `only on sundays` maid came!! the house will be clean again!!!,yay  my `only on sundays` maid came!! the house will be clean again!!!,neutral,False,False
784,5389177883,_rain i wanna see her hair hows everyone?,_rain i wanna see her hair  hows everyone?,neutral,False,False
789,e6b380cd3d,"i almost said, 'and grammer no exist either' grunt. but i stopped myself","i almost said, 'and grammer no exist either' grunt.  but i stopped myself",neutral,False,False
801,434e673353,"home for the nite, sleeping on the pull out bed with maggie. wishing it was _durden i got to find a apt","home for the nite, sleeping on the pull out bed with maggie. wishing it was _durden  i got to find a apt",neutral,False,False
804,103459e206,sad about young love coming to an end they were sooo cute together!,sad about young love coming to an end  they were sooo cute together!,neutral,False,False
817,312868ebb2,hello you! you should totally go to the biggest shopping center in europe and we can go shopping together ****,hello you!  you should totally go to the biggest shopping center in europe and we can go shopping together   ****,neutral,False,False
819,55b8e44c02,selling my laptop for cheap if anyone`s interested! 17' toshiba 1.3gig ram,selling my laptop for cheap if anyone`s interested!  17' toshiba 1.3gig ram,neutral,False,False
828,c392253b42,nope no way in to stop just have to put up wiv it,nope no way in to stop  just have to put up wiv it,neutral,False,False
829,62f3e63c1a,i recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!! trust me!,i recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,neutral,False,False
836,105b761a2c,i dont even know now lenaaa when you going clothes show?,i dont even know now lenaaa  when you going clothes show?,neutral,False,False
837,cca7cce9c8,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail. to test if matutunaw or hindi. next time uli.,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,neutral,False,False
841,38148a3e98,"going to start very small, like $0.10 or $0.50 then slowly to higher stakes","going to start very small, like $0.10 or $0.50  then slowly to higher stakes",neutral,False,False
851,c7568067cd,"my anticipated meet up with tapan parikh is no more apparently he wont pass by nairobi, and will head straight from mombasa","my anticipated meet up with tapan parikh is no more  apparently he wont pass by nairobi, and will head straight from mombasa",neutral,False,False
854,f81d71d2c2,rest in peace adam 12 & glenn epps.... gone but never forgotten... what a week ...loud in da air 4 ya,rest in peace  adam 12 & glenn epps.... gone but never forgotten... what a week ...loud in da air 4 ya,neutral,False,False
857,1e41208494,"alas no, it`s just a normal night monday is quiz night","alas no, it`s just a normal night  monday is quiz night",neutral,False,False
862,c0d5be8bd4,but is right: this is like the cape breton coal mines but ++. no lessons learned.,but  is right: this is like the cape breton coal mines but ++. no lessons learned.,neutral,False,False
873,dd72ee1430,"_rose mornin` ! missed dance time, so i guess i will have to dance extra hard tomorrow...","_rose mornin` !  missed dance time, so i guess i will have to dance extra hard tomorrow...",neutral,False,False
888,7d933d9d21,"yeah, it`s terrible cockatoos are the hardest to live with, so emotional. good thing he found you, though!!","yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!",neutral,False,False
894,e1a3e4575d,you`re the only person to have joined in #penilewords,you`re the only person to have joined in  #penilewords,neutral,False,False
901,69c36e5f81,"bucky, my ferret officially has insulinoma now on daily prednisone. had interview with p-doc today, have to go back monday for testing.","bucky, my ferret officially has insulinoma  now on daily prednisone. had interview with p-doc today, have to go back monday for testing.",neutral,False,False
920,0ce20ef06e,6 am. you?,6 am.  you?,neutral,False,False
925,7920a12924,i was just at geno`s 3hrs ago. would have went to pats but the neon lights got me lol. had drinks at south philly bar too,i was just at geno`s 3hrs ago.  would have went to pats but the neon lights got me lol.  had drinks at south philly bar too,neutral,False,False
930,7720aca199,"no, that`s not right - i remember now. you were in a fearless tweet - we were both seen as fearless.","no, that`s not right - i remember now.  you were in a fearless tweet - we were both seen as fearless.",neutral,False,False
937,7e82aab535,"actually, the web works fine. tweetdeck seems to be the culprit sadness! it`s done this at two diff. locations","actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",neutral,False,False
947,b8f7efe383,"i just about clear my whole office and no sign of it next place is truck, i have yet to fully clean under back seat lol!","i just about clear my whole office and no sign of it  next place is truck, i have yet to fully clean under back seat lol!",neutral,False,False
948,d2ca4e1d3c,it`s not gonna storm! because i said so!,it`s not gonna storm!  because i said so!,neutral,False,False
963,d3935b8571,it`s surprising how much billy idol turns up in tweets. i monitor constantly - not that i`m obsessed or anything! #billyidol,it`s surprising how much billy idol turns up in tweets. i monitor constantly - not that i`m obsessed or anything!  #billyidol,neutral,False,False
968,ed6bd3958e,night twitterland x i have to be up in five hours sigh,night twitterland x i have to be up in five hours  sigh,neutral,False,False
982,d6ce1fc670,boring? who you been talking to? lol not me ( no ****),boring? who you been talking to? lol not me  ( no ****),neutral,False,False
985,2418966865,i won`t be getting any rotf toys `till much later. tell me if anybody isn`t/is worth getting.,i won`t be getting any rotf toys `till much later.  tell me if anybody isn`t/is worth getting.,neutral,False,False
986,6247a1db0b,heading over to xbox will go shopping 2morrow,heading over to xbox  will go shopping 2morrow,neutral,False,False
1004,483bb46b97,my new phrase is `you never doubt mo williams` six game win streak!,my new phrase is `you never doubt mo williams`   six game win streak!,neutral,False,False
1010,22df86426d,if i got paid by the hour i could retire by now do you have xbox live? i am thinking rock band,if i got paid by the hour i could retire by now  do you have xbox live? i am thinking rock band,neutral,False,False
1013,59159f2163,i`m still trying to see star trek! i`ll just have to woman up and go alone. bf is pretty much worthless anyway lol,i`m still trying to see star trek! i`ll just have to woman up and go alone. bf is pretty much worthless anyway  lol,neutral,False,False
1014,c7fc03de4d,"laws change in the 70s or 80s. i could really push it bcause gran from bathgate, but she was us citizen b4 dad born.","laws change in the 70s or 80s.   i could really push it bcause gran from bathgate, but she was us citizen b4 dad born.",neutral,False,False
1024,209de29f24,doing some test shooting later this afternoon. did i mention being in holland for an indie wine festival this week? my tongue is red.,doing some test shooting later this afternoon.  did i mention being in holland for an indie wine festival this week? my tongue is red.,neutral,False,False
1035,cf1739382c,i only hav 8 followers !,i only hav 8 followers                 !,neutral,False,False
1039,c6bc7536ef,yay for birthdays sadly my voice is almost gone :/ but it was a pretty good night!,yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,neutral,False,False
1045,c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol ah well, twitters cool anyways","twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",neutral,False,False
1071,c435fb9416,"i wish i had my ipod , i need some jonas . i miss their sexy voices jb forever !","i wish i had my ipod , i need some jonas . i miss their sexy voices  jb forever !",neutral,False,False
1112,cebe0fc8d3,i`ve come to the conclusion that lemongrass chicken tastes like lysol - so much for lunch!,i`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,neutral,False,False
1125,2f136d0402,important person? who?,important person?  who?,neutral,False,False
1126,dc4fa42628,"that`s not what said i like you, too, though. is going steady with , though.....","that`s not what  said  i like you, too, though.  is going steady with , though.....",neutral,False,False
1144,50c0004af6,tiny.cc doesn`t seem to load for me i was thinking on going to the batting cages but apparently you gotta book in adv,tiny.cc doesn`t seem to load for me  i was thinking on going to the batting cages but apparently you gotta book in adv,neutral,False,False
1158,1914dd82b2,"he`s too old school for burnouts. just a lap around the track, like they used to. #nascar","he`s too old school for burnouts. just a lap around the track, like they used to.  #nascar",neutral,False,False
1159,51a31aa9a1,hannah slept here last night just gave her her 5:00 am bottle and she went right back to sleep but i`m up! lol,hannah slept here last night  just gave her her 5:00 am bottle and she went right back to sleep but i`m up! lol,neutral,False,False
1163,a5cee2035b,"everyone at my place tomorrow bonfire, tofu dogs, and austin powers.","everyone at my place tomorrow  bonfire, tofu dogs, and austin powers.",neutral,False,False
1166,b8a77cd14c,oks yes infact we had chatted earlier on n00b.in as well,oks  yes infact we had chatted earlier on n00b.in as well,neutral,False,False
1168,aab1caabf0,im sorry i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,neutral,False,False
1170,c26aabf505,how do you call that number from the uk ?? i really want to call u but i don`t know how to xxxxxx,how do you call that number from the uk ??  i really want to call u but i don`t know how to  xxxxxx,neutral,False,False
1173,1f2a8f57c9,"ah, i thought management fiat was your own fiat oh well... and... shripriya (or shri if one must shorten it).","ah, i thought management fiat was your own fiat  oh well... and... shripriya (or shri if one must shorten it).",neutral,False,False
1185,c032793654,princess sakura is mine therefor i want to use it on tj! grr,princess sakura is mine  therefor i want to use it on tj! grr,neutral,False,False
1190,11b14ae498,"gonna go 2 bed now, night tweeters , dont think about me when you sleep ;) hahah nite all","gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",neutral,False,False
1196,5c0e819f2b,"i think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then. thanks.","i think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  thanks.",neutral,False,False
1197,462978616d,"your pic didn`t show up for me boo!!!! all the other pics on that site show up, but not yours","your pic didn`t show up for me  boo!!!! all the other pics on that site show up, but not yours",neutral,False,False
1216,65e715d6e5,"i`ve been there. the only place i have flown out of since moving up north. really pretty area for flying, but very expensive","i`ve been there.  the only place i have flown out of since moving up north. really pretty area for flying, but very expensive",neutral,False,False
1221,ffcd5cb36e,11:11 pm perrrfect universal alignment. <33,11:11 pm perrrfect universal alignment.    <33,neutral,False,False
1229,a4bb5d0c5c,officially booked for seattle with and it`s going to be the best birthday weekend ever! :you made me sad,officially booked for seattle with  and  it`s going to be the best birthday weekend ever!   :you made me sad,neutral,False,False
1231,01f2c9bae6,"_m awww, our mother`s day has been and gone :o(. no work today, off out witht he camera in a little while, hopefully","_m awww, our mother`s day has been and gone :o(.  no work today, off out witht he camera in a little while, hopefully",neutral,False,False
1242,b86fe0c61a,"so tonights tv viewing, bgt or hignfy and reggie perrin? wont be tweeting however as minic has hidden ipod","so tonights tv viewing, bgt or hignfy and reggie perrin? wont be tweeting however as  minic has hidden ipod",neutral,False,False
1244,ec00ec25c7,has dislocated her knee *bad/painful times* gas + air and morphine are fun though,has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,neutral,False,False
1250,639aeb628f,"according to mary chaayaa, i look like a sexy emo in my dp i not emo.","according to mary chaayaa, i look like a sexy emo in my dp  i not emo.",neutral,False,False
1266,fdc09f2f0b,what does 'drink responsibly' mean to you? please share a tip (or two if you`re drunk right now ),what does 'drink responsibly' mean to you? please share a tip (or two if you`re drunk right now  ),neutral,False,False
1270,7a83b8c7e2,i feel sorry for my bestie good luck ali!,i feel sorry for my bestie  good luck ali!,neutral,False,False
1271,66762b14cd,i need one of these! was just thinking about it earlier today as i downloaded pictures via usb. #evernote_eyefi,i need one of these! was just thinking about it earlier today as i downloaded pictures via usb.  #evernote_eyefi,neutral,False,False
1274,4d31092a19,ive totally not got that job i can just tell.,ive totally not got that job  i can just tell.,neutral,False,False
1276,74450e128f,eek can`t wait to see it!! as well as everyone elses. gahh i don`t know what i want lol,eek can`t wait to see it!! as well as everyone elses. gahh i don`t know what i want  lol,neutral,False,False
1289,53dbbbdf7d,_ember yay! thanks. cover-i sad ang alist please. ),_ember yay! thanks.  cover-i sad ang alist please. ),neutral,False,False
1315,12b499b4ca,i had walkathon this morning. and i`m among the first who arrived at the finishing line!,i had walkathon this morning.  and i`m among the first who arrived at the finishing line!,neutral,False,False
1318,f3933c4b73,bitter? why? *hug* ****,bitter?  why? *hug* ****,neutral,False,False
1324,abc7f39d90,i`m having lunch already ur a lil late buddy!,i`m having lunch already  ur a lil late buddy!,neutral,False,False
1329,a5640db7a7,sorry jj i missed that post i`ll make sure do so next time.,sorry jj i missed that post  i`ll make sure do so next time.,neutral,False,False
1342,f734459c4c,i hope he does ; join and you`ll find one,i hope he does ; join  and you`ll find one,neutral,False,False
1351,dae7a3eeb1,just thought about my hubby being deployed n now i got the blues i need a stiff drink but i`m breastfeeding so no booze for me :/ ugh!!,just thought about my hubby being deployed n now i got the blues  i need a stiff drink but i`m breastfeeding so no booze for me :/ ugh!!,neutral,False,False
1365,4baf1c6930,im having trouble finding really yummy egg free ice-cream #favoriteicecream - got any recommendations anyone?,im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,neutral,False,False
1366,d409e4ce46,on my tea break cant wait to drive home tonite!!,on my tea break  cant wait to drive home tonite!!,neutral,False,False
1371,c99820b355,o.k i feel like i need to cry now i can`t believe that in less than 2 years ill be walking across the stage to get a high school diploma!,o.k i feel like i need to cry now  i can`t believe that in less than 2 years ill be walking across the stage to get a high school diploma!,neutral,False,False
1372,4841c38e53,just got a ipod touch downloading apps for it now.,just got a ipod touch  downloading apps for it now.,neutral,False,False
1383,aaf69acf6f,my 3yo just woke and groggily walked over to my office. is now sleeping in my lap,my 3yo just woke and groggily walked over to my office.  is now sleeping in my lap,neutral,False,False
1386,51f56d7464,still sick bout to play some ps3 till the laker game starts,still sick  bout to play some ps3 till the laker game starts,neutral,False,False
1392,3bd6b2df8c,"glad you like it took around 2 and a half hours, would have been less but i kept stopping for food breaks haha i was","glad you like it  took around 2 and a half hours, would have been less but i kept stopping for food breaks haha  i was",neutral,False,False
1397,5c8a453297,my head hurts.... can wait to see the new photoshoot!!!!!!!,my head hurts....  can wait to see the new photoshoot!!!!!!!,neutral,False,False
1404,f61ae5403a,"it`s 12am! , and i are still up, sending you as much tweets as we can! philippines tour please?","it`s 12am! ,  and i are still up, sending you as much tweets as we can! philippines tour please?",neutral,False,False
1408,bd5f768159,is excited about tomorrow!!! but i gotta clean the house clean clean clean ahhhhhhh,is excited about tomorrow!!! but i gotta clean the house  clean clean clean ahhhhhhh,neutral,False,False
1441,d138ab0b3a,"it is certainly spring in vail, co. it is raining and snowing! doesn`t mother nature know the mountain is closed for the ski season!","it is certainly spring in vail, co.  it is raining and snowing!  doesn`t mother nature know the mountain is closed for the ski season!",neutral,False,False
1457,112da4faa0,gonna go and see my sister at mount saini .... she`s there for at least another 24 hours.,gonna go and see my sister at mount saini ....  she`s there for at least another 24 hours.,neutral,False,False
1470,62dd5efb10,-g`mornin` twitterville took the day off from tweet`n yesterday & i`m 'jonesing' to get back into it today,-g`mornin` twitterville  took the day off from tweet`n yesterday & i`m 'jonesing' to get back into it today,neutral,False,False
1477,bb96cfef66,booooo my senior yearbook sucks thanks for the memories bhs -___-,booooo  my senior yearbook sucks thanks for the memories bhs -___-,neutral,False,False
1496,fb6110efb9,raaaaaaaaaaagh early morning and its not even early!! must leave for work in 6 minutes...,raaaaaaaaaaagh early morning  and its not even early!! must leave for work in 6 minutes...,neutral,False,False
